@totoal_sample_num=16599
@variable_num_x=18
@variable_num_y= 1
0.025 -43 -52 0.19 0.18 -1.2 -12 -13 -0.005 -0.3 -0.0009 -0.0009 -0.0009 -0.0009 0.0000 0.0000 0.0000 0.0000 -0.0009 
0.020 -368 -71 0.03 0.12 -0.8 -12 -7 -0.002 -0.2 -0.0008 -0.0008 -0.0008 -0.0008 0.0000 0.0000 0.0000 0.0000 -0.0008 
0.022 58 -85 0.13 -0.11 -0.5 -11 17 0.003 -0.3 -0.0008 -0.0007 -0.0007 -0.0007 -0.0002 0.0000 0.0000 0.0000 -0.0007 
0.023 376 -73 0.01 -0.04 -0.3 -11 8 -0.006 -0.1 -0.0009 -0.0009 -0.0009 -0.0009 0.0000 0.0000 0.0000 0.0000 -0.0009 
0.022 501 -41 -0.19 0.04 -0.7 -12 1 -0.005 -0.1 -0.0008 -0.0008 -0.0008 -0.0009 0.0000 0.0000 0.0001 0.0000 -0.0009 
0.025 556 -25 -0.08 0.03 -0.9 -12 4 0.009 -0.3 -0.0006 -0.0006 -0.0006 -0.0006 0.0000 0.0000 0.0000 0.0000 -0.0006 
0.023 -131 12 0.06 0.19 0.1 -11 -15 -0.010 -0.2 -0.0009 -0.0009 -0.0009 -0.0009 0.0000 0.0000 0.0000 0.0000 -0.0009 
0.022 -275 2 -0.13 0.07 0.0 -11 -4 -0.008 0.2 -0.0008 -0.0008 -0.0008 -0.0009 0.0000 0.0000 0.0001 0.0000 -0.0009 
0.020 -130 -15 -0.20 0.02 -0.9 -12 4 -0.001 -0.1 -0.0008 -0.0008 -0.0008 -0.0008 0.0000 0.0000 0.0000 0.0000 -0.0008 
0.022 199 -14 0.04 -0.04 -1.2 -12 10 0.007 -0.2 -0.0007 -0.0007 -0.0007 -0.0007 0.0000 0.0000 0.0000 0.0000 -0.0007 
0.023 93 7 0.25 0.09 0.0 -11 -5 0.001 -0.1 -0.0008 -0.0007 -0.0007 -0.0007 -0.0002 0.0000 0.0000 0.0000 -0.0007 
0.020 -31 9 0.13 0.11 0.4 -11 -7 -0.008 -0.2 -0.0008 -0.0008 -0.0008 -0.0008 0.0000 0.0000 0.0000 0.0000 -0.0008 
0.023 -26 7 0.03 0.02 0.6 -10 8 -0.007 -0.9 -0.0008 -0.0008 -0.0008 -0.0008 0.0000 0.0000 0.0000 0.0000 -0.0008 
0.021 -128 5 -0.17 0.13 0.4 -11 -9 -0.010 -0.4 -0.0008 -0.0009 -0.0009 -0.0009 0.0001 0.0000 0.0000 0.0000 -0.0009 
0.020 -194 3 -0.17 -0.04 0.2 -11 -2 0.005 2.3 -0.0006 -0.0006 -0.0006 -0.0006 0.0000 0.0000 0.0000 0.0000 -0.0006 
0.021 102 -3 0.16 -0.03 0.2 -11 7 0.007 -0.1 -0.0006 -0.0006 -0.0006 -0.0006 0.0000 0.0000 0.0000 0.0000 -0.0006 
0.023 146 2 0.25 0.03 0.5 -10 -1 0.005 0.5 -0.0006 -0.0006 -0.0006 -0.0006 -0.0002 0.0000 0.0000 0.0000 -0.0006 
0.022 -234 1 -0.12 0.13 1.0 -10 -11 -0.009 0.0 -0.0008 -0.0008 -0.0008 -0.0008 0.0000 0.0000 0.0000 0.0000 -0.0008 
0.020 -323 -7 -0.22 0.09 0.7 -10 -3 -0.007 -0.4 -0.0008 -0.0008 -0.0008 -0.0008 0.0000 0.0000 0.0000 0.0000 -0.0008 
0.018 -328 -15 -0.30 0.03 0.4 -11 4 -0.005 -0.3 -0.0006 -0.0007 -0.0007 -0.0008 0.0001 0.0000 0.0001 0.0000 -0.0008 
0.020 200 -21 0.08 -0.12 -0.2 -11 17 0.011 -0.2 -0.0005 -0.0005 -0.0005 -0.0005 0.0000 0.0000 0.0000 0.0000 -0.0005 
0.022 384 -10 0.27 -0.02 0.3 -11 6 0.008 0.5 -0.0005 -0.0005 -0.0005 -0.0005 0.0000 0.0000 0.0000 0.0000 -0.0005 
0.023 318 3 0.34 0.10 0.8 -10 -10 0.002 1.0 -0.0008 -0.0006 -0.0006 -0.0006 -0.0002 0.0000 -0.0002 0.0000 -0.0006 
0.020 -332 3 -0.21 0.16 1.2 -10 -14 -0.010 0.0 -0.0008 -0.0008 -0.0008 -0.0008 0.0000 0.0000 0.0000 0.0000 -0.0008 
0.019 -427 -19 -0.36 0.05 0.3 -11 1 -0.002 -0.2 -0.0007 -0.0007 -0.0007 -0.0007 0.0001 0.0000 0.0000 0.0000 -0.0007 
0.020 139 -39 0.23 -0.03 -0.5 -11 8 0.008 -0.1 -0.0006 -0.0006 -0.0006 -0.0006 0.0000 0.0000 0.0000 0.0000 -0.0006 
0.019 -113 -34 0.32 0.07 -0.8 -12 -2 0.005 -0.1 -0.0006 -0.0006 -0.0006 -0.0006 0.0000 0.0000 0.0000 0.0000 -0.0006 
0.020 -54 -38 0.39 0.01 0.1 -11 4 0.002 0.1 -0.0007 -0.0006 -0.0006 -0.0006 -0.0002 0.0000 0.0000 0.0000 -0.0006 
0.019 -72 -39 0.29 0.07 0.6 -10 -8 -0.011 0.4 -0.0008 -0.0008 -0.0008 -0.0008 0.0000 0.0000 0.0000 0.0000 -0.0008 
0.020 -81 -42 0.16 0.04 0.9 -10 1 -0.007 -0.5 -0.0007 -0.0007 -0.0007 -0.0007 0.0000 0.0000 0.0000 0.0000 -0.0007 
0.018 -83 -46 -0.23 0.04 0.9 -10 -1 -0.012 0.0 -0.0009 -0.0009 -0.0009 -0.0009 0.0000 0.0000 0.0000 0.0000 -0.0009 
0.019 -27 -48 -0.38 0.01 0.4 -11 6 -0.009 -0.7 -0.0008 -0.0008 -0.0008 -0.0008 0.0000 0.0000 0.0000 0.0000 -0.0008 
0.020 294 -17 0.30 0.04 -0.2 -11 1 0.003 -0.1 -0.0006 -0.0006 -0.0006 -0.0006 0.0000 0.0000 0.0000 0.0000 -0.0006 
0.021 146 -6 0.18 0.11 0.6 -10 -9 -0.007 -0.1 -0.0007 -0.0007 -0.0007 -0.0007 0.0000 0.0000 0.0000 0.0000 -0.0007 
0.018 -182 -6 -0.33 0.14 0.4 -11 -11 -0.016 0.0 -0.0009 -0.0009 -0.0009 -0.0009 0.0001 0.0000 0.0000 0.0000 -0.0009 
0.017 -259 -10 -0.43 -0.05 0.0 -11 -2 -0.008 2.0 -0.0008 -0.0008 -0.0008 -0.0008 0.0001 0.0000 0.0000 0.0000 -0.0008 
0.016 -88 -16 -0.38 -0.05 -0.8 -12 11 0.006 -0.4 -0.0006 -0.0006 -0.0006 -0.0007 0.0000 0.0000 0.0001 0.0000 -0.0007 
0.018 330 -11 -0.09 -0.13 -1.4 -12 19 0.012 0.2 -0.0005 -0.0005 -0.0005 -0.0005 0.0000 0.0000 0.0000 0.0000 -0.0005 
0.019 509 -3 0.06 0.04 -1.4 -12 5 0.011 -1.9 -0.0006 -0.0006 -0.0006 -0.0006 0.0000 0.0000 0.0000 0.0000 -0.0006 
0.020 550 13 0.22 0.04 -1.2 -12 -1 0.009 0.5 -0.0006 -0.0006 -0.0006 -0.0006 0.0000 0.0000 0.0000 0.0000 -0.0006 
0.021 188 50 0.24 0.13 0.7 -10 -11 -0.008 -0.1 -0.0008 -0.0007 -0.0007 -0.0007 -0.0002 0.0000 0.0000 0.0000 -0.0007 
0.020 14 52 0.03 0.14 0.9 -10 -12 -0.015 0.1 -0.0009 -0.0009 -0.0009 -0.0009 0.0000 0.0000 0.0000 0.0000 -0.0009 
0.018 -263 40 -0.51 0.09 -0.6 -11 -5 -0.007 0.0 -0.0009 -0.0009 -0.0009 -0.0009 0.0000 0.0000 0.0000 0.0000 -0.0009 
0.019 275 36 0.49 0.01 -0.6 -11 5 0.002 -0.2 -0.0006 -0.0006 -0.0006 -0.0006 0.0000 0.0000 0.0000 0.0000 -0.0006 
0.018 -275 14 0.21 0.09 -0.3 -11 -4 -0.008 -0.4 -0.0008 -0.0008 -0.0008 -0.0008 0.0000 0.0000 0.0000 0.0000 -0.0008 
0.019 462 24 0.25 0.02 -0.5 -11 4 0.001 -0.1 -0.0007 -0.0007 -0.0007 -0.0007 0.0000 0.0000 0.0000 0.0000 -0.0007 
0.018 -534 11 -0.28 0.07 -0.5 -11 -2 0.006 -0.1 -0.0006 -0.0006 -0.0006 -0.0006 0.0000 0.0000 0.0000 0.0000 -0.0006 
0.019 -72 -35 0.36 0.01 0.8 -10 3 -0.005 -0.2 -0.0007 -0.0007 -0.0007 -0.0007 -0.0002 0.0000 0.0000 0.0000 -0.0007 
0.020 -149 -40 0.11 0.07 1.5 -9 -5 -0.010 0.1 -0.0008 -0.0007 -0.0007 -0.0007 -0.0002 0.0000 0.0000 0.0000 -0.0007 
0.019 -197 -43 -0.05 0.11 1.6 -9 -8 -0.021 -0.6 -0.0009 -0.0009 -0.0009 -0.0009 0.0000 0.0000 0.0000 0.0000 -0.0009 
0.018 -241 -48 -0.31 0.05 1.3 -10 1 -0.018 -0.5 -0.0009 -0.0009 -0.0009 -0.0009 0.0000 0.0000 0.0000 0.0000 -0.0009 
0.017 -202 -56 -0.42 0.00 0.5 -11 3 0.001 0.3 -0.0007 -0.0007 -0.0007 -0.0007 0.0000 0.0000 0.0000 0.0000 -0.0007 
0.018 373 -51 0.01 -0.06 -0.9 -12 12 0.010 0.0 -0.0005 -0.0005 -0.0005 -0.0005 0.0000 0.0000 0.0000 0.0000 -0.0005 
0.019 528 -34 0.20 0.01 -0.7 -12 6 0.008 -0.3 -0.0006 -0.0006 -0.0006 -0.0006 0.0000 0.0000 0.0000 0.0000 -0.0006 
0.020 383 7 -0.01 0.09 0.2 -11 -6 -0.009 -0.1 -0.0008 -0.0008 -0.0008 -0.0008 0.0000 0.0000 0.0000 0.0000 -0.0008 
0.019 172 17 -0.18 0.15 0.0 -11 -12 -0.008 -0.3 -0.0008 -0.0008 -0.0008 -0.0008 0.0000 0.0000 0.0000 0.0000 -0.0008 
0.018 6 21 -0.24 0.09 -0.8 -12 -5 -0.001 -0.1 -0.0006 -0.0006 -0.0006 -0.0007 0.0001 0.0000 0.0001 0.0000 -0.0007 
0.019 106 23 0.04 0.01 -1.0 -12 5 0.010 -0.1 -0.0006 -0.0006 -0.0006 -0.0006 0.0000 0.0000 0.0000 0.0000 -0.0006 
0.018 -311 13 -0.20 0.07 0.1 -11 -3 0.004 -0.3 -0.0006 -0.0006 -0.0006 -0.0006 0.0000 0.0000 0.0000 0.0000 -0.0006 
0.019 84 -11 0.22 0.01 0.6 -10 4 0.001 -0.1 -0.0006 -0.0006 -0.0006 -0.0006 0.0000 0.0000 0.0000 0.0000 -0.0006 
0.018 -102 -9 -0.17 0.09 0.8 -10 -6 -0.010 0.0 -0.0008 -0.0008 -0.0008 -0.0008 0.0000 0.0000 0.0000 0.0000 -0.0008 
0.019 357 9 0.33 0.02 -0.2 -11 3 0.002 -0.1 -0.0006 -0.0006 -0.0006 -0.0006 0.0000 0.0000 0.0000 0.0000 -0.0006 
0.020 321 21 0.27 0.10 0.6 -10 -7 -0.011 -0.4 -0.0008 -0.0008 -0.0008 -0.0008 0.0000 0.0000 0.0000 0.0000 -0.0008 
0.018 -16 33 -0.46 0.11 0.1 -11 -8 -0.014 0.0 -0.0009 -0.0009 -0.0009 -0.0009 0.0001 0.0000 0.0000 0.0000 -0.0009 
0.019 320 48 0.41 0.01 -0.7 -12 5 0.009 -0.1 -0.0006 -0.0006 -0.0006 -0.0005 0.0000 0.0000 -0.0001 0.0000 -0.0005 
0.020 344 54 0.46 0.11 -0.3 -11 -4 0.004 -1.5 -0.0006 -0.0006 -0.0006 -0.0006 0.0000 0.0000 0.0000 0.0000 -0.0006 
0.021 272 60 0.48 0.16 0.4 -11 -12 -0.006 -0.9 -0.0008 -0.0008 -0.0008 -0.0007 0.0000 0.0000 -0.0002 0.0000 -0.0007 
0.020 62 64 0.24 0.16 1.0 -10 -15 -0.017 0.0 -0.0009 -0.0009 -0.0009 -0.0009 0.0000 0.0000 0.0000 0.0000 -0.0009 
0.018 -499 48 -0.27 0.15 0.8 -10 -13 -0.010 0.0 -0.0008 -0.0008 -0.0008 -0.0008 0.0000 0.0000 0.0000 0.0000 -0.0008 
0.017 -299 -18 0.12 0.01 -0.6 -12 5 0.008 0.0 -0.0006 -0.0006 -0.0006 -0.0006 0.0000 0.0000 0.0000 0.0000 -0.0006 
0.018 -270 -21 0.17 -0.07 -0.6 -11 5 0.008 0.5 -0.0005 -0.0005 -0.0005 -0.0005 0.0000 0.0000 0.0000 0.0000 -0.0005 
0.017 -173 -29 0.09 0.04 -0.1 -11 1 -0.007 -0.3 -0.0008 -0.0008 -0.0008 -0.0008 0.0000 0.0000 0.0000 0.0000 -0.0008 
0.018 394 -17 -0.10 -0.03 -0.3 -11 8 -0.002 -0.1 -0.0007 -0.0007 -0.0007 -0.0007 0.0000 0.0000 0.0000 0.0000 -0.0007 
0.019 478 6 -0.13 0.04 -0.6 -11 1 -0.002 0.1 -0.0007 -0.0007 -0.0007 -0.0007 0.0000 0.0000 0.0000 0.0000 -0.0007 
0.020 193 60 0.06 0.10 0.1 -11 -7 -0.009 0.0 -0.0008 -0.0008 -0.0008 -0.0008 0.0000 0.0000 0.0000 0.0000 -0.0008 
0.018 -380 53 -0.17 0.15 -0.4 -11 -12 -0.003 0.0 -0.0007 -0.0007 -0.0007 -0.0007 0.0000 0.0000 0.0000 0.0000 -0.0007 
0.017 -366 26 -0.02 0.01 -0.9 -12 4 0.009 0.1 -0.0006 -0.0006 -0.0006 -0.0006 0.0000 0.0000 0.0000 0.0000 -0.0006 
0.018 -92 14 0.28 -0.06 -0.5 -11 11 0.010 0.1 -0.0005 -0.0005 -0.0005 -0.0005 0.0000 0.0000 0.0000 0.0000 -0.0005 
0.019 356 40 0.45 0.03 -0.3 -11 2 0.002 0.0 -0.0007 -0.0007 -0.0007 -0.0006 -0.0002 0.0000 -0.0002 0.0000 -0.0006 
0.021 296 51 0.35 0.09 0.5 -11 -6 -0.008 0.3 -0.0007 -0.0007 -0.0007 -0.0007 0.0000 0.0000 0.0000 0.0000 -0.0007 
0.020 -102 57 -0.08 0.17 1.0 -10 -15 -0.015 0.1 -0.0009 -0.0009 -0.0009 -0.0009 0.0000 0.0000 0.0000 0.0000 -0.0009 
0.018 -266 53 -0.21 0.15 0.8 -10 -14 -0.007 0.2 -0.0007 -0.0007 -0.0007 -0.0007 0.0001 0.0000 0.0000 0.0000 -0.0007 
0.019 -71 20 0.32 0.01 0.8 -10 4 0.005 -0.1 -0.0005 -0.0005 -0.0005 -0.0005 0.0000 0.0000 0.0000 0.0000 -0.0005 
0.018 -146 17 0.16 0.10 1.4 -10 -7 -0.013 -0.1 -0.0007 -0.0008 -0.0008 -0.0008 0.0001 0.0000 0.0000 0.0000 -0.0008 
0.019 372 57 0.24 0.01 -0.9 -12 5 0.013 -0.1 -0.0005 -0.0005 -0.0005 -0.0005 0.0000 0.0000 0.0000 0.0000 -0.0005 
0.020 346 76 0.54 0.07 0.5 -11 -4 0.004 -0.1 -0.0007 -0.0007 -0.0007 -0.0005 -0.0002 0.0000 -0.0003 0.0000 -0.0005 
0.018 -455 73 -0.23 0.16 1.4 -10 -15 -0.012 0.0 -0.0008 -0.0008 -0.0008 -0.0008 0.0000 0.0000 0.0000 0.0000 -0.0008 
0.017 -531 44 -0.25 0.02 0.5 -10 3 0.006 -0.2 -0.0006 -0.0006 -0.0006 -0.0006 0.0000 0.0000 0.0000 0.0000 -0.0006 
0.018 -56 16 0.22 -0.05 0.4 -11 10 0.008 -0.1 -0.0005 -0.0005 -0.0005 -0.0005 0.0000 0.0000 0.0000 0.0000 -0.0005 
0.019 253 48 0.29 0.04 -0.5 -11 2 0.003 -0.1 -0.0006 -0.0006 -0.0006 -0.0006 0.0000 0.0000 0.0000 0.0000 -0.0006 
0.020 -16 60 0.01 0.11 0.6 -10 -9 -0.010 -0.1 -0.0008 -0.0008 -0.0008 -0.0008 0.0000 0.0000 0.0000 0.0000 -0.0008 
0.018 -212 55 -0.27 0.12 0.3 -11 -9 -0.011 -0.1 -0.0009 -0.0009 -0.0009 -0.0009 0.0000 0.0000 0.0000 0.0000 -0.0009 
0.017 -48 9 -0.05 0.04 -0.7 -12 2 0.006 0.0 -0.0006 -0.0006 -0.0006 -0.0006 0.0001 0.0000 0.0000 0.0000 -0.0006 
0.018 177 11 0.21 -0.03 -0.5 -11 9 0.007 -0.2 -0.0007 -0.0006 -0.0006 -0.0005 -0.0002 0.0000 -0.0001 0.0000 -0.0005 
0.019 260 87 0.12 0.06 1.1 -10 -4 -0.015 0.1 -0.0008 -0.0008 -0.0008 -0.0008 0.0000 0.0000 0.0000 0.0000 -0.0008 
0.018 -120 94 -0.36 0.12 0.4 -11 -9 -0.008 0.0 -0.0008 -0.0008 -0.0008 -0.0008 0.0000 0.0000 0.0000 0.0000 -0.0008 
0.020 13 77 0.42 0.04 -0.3 -11 2 0.005 -0.2 -0.0006 -0.0006 -0.0006 -0.0006 0.0000 0.0000 0.0000 0.0000 -0.0006 
0.018 -337 71 0.30 0.17 1.2 -10 -15 -0.010 -0.1 -0.0007 -0.0007 -0.0007 -0.0007 0.0000 0.0000 0.0000 0.0000 -0.0007 
0.017 -514 33 -0.23 0.06 1.5 -10 -4 -0.015 0.1 -0.0008 -0.0008 -0.0008 -0.0008 0.0000 0.0000 0.0000 0.0000 -0.0008 
0.016 -423 9 -0.45 0.00 0.4 -11 5 -0.005 -0.1 -0.0008 -0.0008 -0.0008 -0.0008 0.0000 0.0000 0.0000 0.0000 -0.0008 
0.017 172 -5 -0.13 -0.08 -1.2 -12 14 0.009 -0.1 -0.0006 -0.0006 -0.0006 -0.0006 0.0000 0.0000 0.0000 0.0000 -0.0006 
0.018 348 5 0.03 -0.03 -1.3 -12 8 0.008 0.3 -0.0006 -0.0006 -0.0006 -0.0006 0.0000 0.0000 0.0000 0.0000 -0.0006 
0.019 426 19 0.21 0.04 -1.1 -12 3 0.009 -0.1 -0.0006 -0.0006 -0.0006 -0.0006 0.0000 0.0000 0.0000 0.0000 -0.0006 
0.030 -242 -20 -0.65 0.03 -0.6 -11 2 -0.007 0.1 -0.0012 -0.0012 -0.0012 -0.0012 0.0000 0.0000 0.0000 0.0000 -0.0012 
0.029 -225 -23 -0.65 -0.02 -1.2 -11 2 0.011 0.3 -0.0006 -0.0007 -0.0007 -0.0008 0.0001 0.0000 0.0001 0.0000 -0.0008 
0.030 -29 -30 -0.02 0.01 -2.2 -12 6 0.019 -0.2 -0.0006 -0.0006 -0.0006 -0.0006 0.0000 0.0000 0.0000 0.0000 -0.0006 
0.029 77 -22 0.37 0.06 -0.5 -10 -2 -0.001 -0.2 -0.0008 -0.0008 -0.0008 -0.0008 0.0000 0.0000 0.0000 0.0000 -0.0008 
0.031 123 -18 0.26 0.02 0.6 -9 2 -0.006 -0.1 -0.0009 -0.0009 -0.0009 -0.0009 0.0000 0.0000 0.0000 0.0000 -0.0009 
0.029 -12 -14 -0.15 0.13 0.8 -9 -9 -0.019 -0.3 -0.0012 -0.0012 -0.0012 -0.0012 0.0000 0.0000 0.0000 0.0000 -0.0012 
0.028 -75 -15 -0.28 0.02 0.6 -9 -7 -0.017 1.3 -0.0012 -0.0012 -0.0012 -0.0012 0.0000 0.0000 0.0000 0.0000 -0.0012 
0.027 -86 -16 -0.38 -0.06 0.4 -10 2 -0.008 1.2 -0.0009 -0.0009 -0.0009 -0.0010 0.0000 0.0000 0.0001 0.0000 -0.0010 
0.029 184 -12 -0.10 0.01 -1.0 -11 5 0.007 -0.1 -0.0007 -0.0007 -0.0007 -0.0007 0.0000 0.0000 0.0000 0.0000 -0.0007 
0.030 165 -3 0.02 0.09 -1.1 -11 -4 0.003 -0.3 -0.0008 -0.0008 -0.0008 -0.0008 0.0000 0.0000 0.0000 0.0000 -0.0008 
0.026 -95 1 0.16 0.15 -0.8 -11 -11 0.004 -0.1 -0.0008 -0.0008 -0.0008 -0.0008 0.0000 0.0000 0.0000 0.0000 -0.0008 
0.028 66 -4 0.11 0.01 0.3 -10 3 -0.009 -0.2 -0.0009 -0.0009 -0.0009 -0.0009 0.0000 0.0000 0.0000 0.0000 -0.0009 
0.027 -56 -2 -0.21 0.09 0.1 -10 -6 -0.007 -0.1 -0.0009 -0.0009 -0.0009 -0.0009 0.0000 0.0000 0.0000 0.0000 -0.0009 
0.023 -169 -8 -0.21 0.09 -0.7 -11 -5 0.002 0.0 -0.0008 -0.0008 -0.0008 -0.0008 0.0000 0.0000 0.0000 0.0000 -0.0008 
0.027 162 -11 0.11 -0.09 -0.9 -11 14 0.010 -0.2 -0.0006 -0.0006 -0.0006 -0.0006 0.0000 0.0000 0.0000 0.0000 -0.0006 
0.029 179 -2 0.29 0.10 -0.4 -10 -5 0.006 -0.4 -0.0006 -0.0006 -0.0006 -0.0006 0.0000 0.0000 0.0000 0.0000 -0.0006 
0.024 -277 -4 0.14 0.19 0.6 -9 -16 -0.009 0.0 -0.0009 -0.0009 -0.0009 -0.0009 0.0000 0.0000 0.0000 0.0000 -0.0009 
0.023 -103 -33 -0.06 0.01 -0.7 -11 4 0.011 -0.1 -0.0005 -0.0006 -0.0006 -0.0006 0.0000 0.0000 0.0000 0.0000 -0.0006 
0.026 100 -34 0.30 -0.07 -0.4 -10 10 0.015 -0.1 -0.0005 -0.0004 -0.0004 -0.0004 -0.0001 0.0000 0.0000 0.0000 -0.0004 
0.025 25 -26 0.46 0.10 1.5 -9 -7 -0.006 -0.5 -0.0007 -0.0007 -0.0007 -0.0007 0.0000 0.0000 0.0000 0.0000 -0.0007 
0.024 -17 -26 0.43 0.02 1.8 -8 -8 -0.006 0.5 -0.0007 -0.0007 -0.0007 -0.0007 0.0000 0.0000 0.0000 0.0000 -0.0007 
0.023 114 -18 -0.45 0.01 1.3 -9 2 -0.002 0.0 -0.0007 -0.0007 -0.0007 -0.0007 0.0000 0.0000 0.0000 0.0000 -0.0007 
0.024 259 0 -0.06 0.02 -0.6 -10 3 0.010 -0.1 -0.0005 -0.0005 -0.0005 -0.0005 0.0000 0.0000 0.0000 0.0000 -0.0005 
0.025 265 5 0.03 0.14 -0.6 -11 -6 0.007 -1.7 -0.0005 -0.0005 -0.0005 -0.0006 0.0000 0.0000 0.0001 0.0000 -0.0006 
0.024 124 11 0.26 0.12 -0.3 -10 -11 0.012 0.4 -0.0005 -0.0005 -0.0005 -0.0005 -0.0001 0.0000 0.0000 0.0000 -0.0005 
0.025 -67 12 0.36 0.10 0.7 -9 -7 0.001 0.0 -0.0006 -0.0006 -0.0006 -0.0006 0.0000 0.0000 0.0000 0.0000 -0.0006 
0.023 -93 11 0.36 0.10 0.8 -9 -8 0.000 -0.2 -0.0007 -0.0007 -0.0007 -0.0006 0.0000 0.0000 -0.0002 0.0000 -0.0006 
0.024 -184 4 0.25 0.05 1.7 -8 -3 -0.006 -0.1 -0.0007 -0.0007 -0.0007 -0.0007 0.0000 0.0000 0.0000 0.0000 -0.0007 
0.021 -291 -8 -0.03 0.07 2.1 -8 -6 -0.012 -0.1 -0.0008 -0.0008 -0.0008 -0.0008 0.0000 0.0000 0.0000 0.0000 -0.0008 
0.024 492 3 0.00 -0.03 -0.6 -11 7 0.007 -0.1 -0.0006 -0.0006 -0.0006 -0.0006 0.0000 0.0000 0.0000 0.0000 -0.0006 
0.023 416 18 0.14 0.11 -0.5 -10 -13 0.007 1.3 -0.0006 -0.0006 -0.0006 -0.0006 0.0000 0.0000 0.0000 0.0000 -0.0006 
0.024 395 19 0.15 0.13 -0.5 -10 -11 0.007 0.8 -0.0006 -0.0006 -0.0006 -0.0006 -0.0001 0.0000 0.0000 0.0000 -0.0006 
0.025 205 30 0.05 0.12 -0.2 -10 -10 -0.009 0.1 -0.0008 -0.0008 -0.0008 -0.0008 0.0000 0.0000 0.0000 0.0000 -0.0008 
0.022 -273 30 -0.27 0.20 -0.5 -10 -18 -0.010 0.0 -0.0008 -0.0009 -0.0009 -0.0009 0.0001 0.0000 0.0000 0.0000 -0.0009 
0.021 -427 13 -0.20 0.05 -1.2 -11 -3 0.006 0.2 -0.0006 -0.0006 -0.0006 -0.0006 0.0000 0.0000 0.0000 0.0000 -0.0006 
0.019 -356 -3 -0.05 0.01 -1.5 -11 4 0.007 0.1 -0.0006 -0.0006 -0.0006 -0.0006 0.0000 0.0000 0.0000 0.0000 -0.0006 
0.023 415 -3 0.29 -0.10 -0.7 -11 15 0.003 -0.1 -0.0006 -0.0006 -0.0006 -0.0006 0.0000 0.0000 0.0000 0.0000 -0.0006 
0.024 88 31 0.31 0.14 1.3 -9 -13 -0.006 -0.1 -0.0007 -0.0007 -0.0007 -0.0007 0.0000 0.0000 0.0000 0.0000 -0.0007 
0.021 -178 29 0.10 0.16 1.7 -8 -15 -0.013 0.1 -0.0008 -0.0008 -0.0008 -0.0008 0.0000 0.0000 0.0000 0.0000 -0.0008 
0.020 -334 -2 -0.30 0.04 0.9 -9 -2 -0.004 0.0 -0.0006 -0.0007 -0.0007 -0.0007 0.0001 0.0000 0.0000 0.0000 -0.0007 
